id,num_rep,num_rep_per,len_conversation,total_compound_conv,tot_pos_sen,tot_neg_sen,avg_w2v_score,sum_w2v_score,Is_satisfied
voip-318851c80b-20130328_215616,8,0.8,20,0.0695375,0.375,0.0,-0.004149103,-0.08298206,0
voip-31de0daa7b-20130401_204621,11,0.55,40,0.0,0.0,0.0,-0.004889042638953672,-0.17600553500233218,0
voip-31de0daa7b-20130401_220217,17,0.8947368421052632,38,0.22579999999999997,0.5,0.0,-0.004751702057940231,-0.17581297614378855,0
voip-31de0daa7b-20130402_132633,11,0.7857142857142857,28,0.12034285714285713,0.42857142857142855,0.07142857142857142,-0.0057576726970222335,-0.13242647203151137,0
voip-340dbb333e-20130325_230054,0,0.0,6,0.0,0.0,0.0,-0.008792285,-0.05275371,0
voip-340dbb333e-20130325_231020,0,0.0,10,0.323875,0.75,0.0,-0.005442281,-0.054422807,0
voip-340dbb333e-20130327_005751,10,0.7692307692307693,26,0.025084615384615386,0.15384615384615385,0.07692307692307693,-0.004534484987137451,-0.10882763969129883,0
voip-340dbb333e-20130327_010913,4,0.25,32,0.11855625,0.375,0.0625,-0.005390216352327937,-0.16709670692216605,0
voip-36440f7305-20130326_140559,13,0.8666666666666667,30,0.11731538461538463,0.3076923076923077,0.0,-0.0071556405,-0.21466921,0
voip-381a50592b-20130326_042242,9,0.75,24,0.02205714285714286,0.2857142857142857,0.0,-0.007834288448540738,-0.18018863431643695,0
voip-39a25ab2f8-20130326_120841,7,0.6363636363636364,22,0.2113888888888889,0.5555555555555556,0.0,-0.006508239,-0.14318126,0
voip-39a25ab2f8-20130328_150729,3,0.5,12,0.10352000000000001,0.4,0.0,-0.005760379,-0.06912455,0
voip-39a25ab2f8-20130329_010257,6,0.5,24,0.04187272727272727,0.2727272727272727,0.09090909090909091,-0.003874392197411951,-0.08136223614565097,0
voip-3b3edac94d-20130324_201858,4,0.5714285714285714,14,-0.012866666666666667,0.0,0.16666666666666666,-0.0046775076,-0.065485105,0
voip-3be3bda933-20130326_124519,13,0.5909090909090909,44,0.03108181818181818,0.22727272727272727,0.13636363636363635,-0.0064635003578760435,-0.27146701503079385,0
voip-4660dd9eab-20130329_075906,3,0.3333333333333333,18,0.2085142857142857,0.5714285714285714,0.14285714285714285,-0.0027158046,-0.04888448,0
voip-48c12815b3-20130326_011456,7,0.7,20,-0.0484375,0.0,0.125,-0.0059992056,-0.11998411,0
voip-48c12815b3-20130326_034916,16,0.64,50,0.014786956521739133,0.21739130434782608,0.13043478260869565,-0.007629621861863653,-0.373851471231319,0
voip-4a6ecc1f1c-20130329_152840,8,0.5333333333333333,30,0.08302142857142857,0.2857142857142857,0.07142857142857142,-0.005828988202446108,-0.16904065787093714,0
voip-4c0d36762a-20130328_201131,22,0.9166666666666666,48,0.0878611111111111,0.4444444444444444,0.2222222222222222,-0.006834655657850975,-0.31439416026114486,0
voip-50af5438f1-20130327_042937,6,0.375,32,-0.011308333333333337,0.25,0.25,-0.004300693556433544,-0.10751733891083859,0
voip-52d599db9c-20130323_074800,2,0.2222222222222222,18,0.060666666666666674,0.2222222222222222,0.0,-0.0072530266,-0.13055448,0
voip-52d599db9c-20130323_075058,4,0.3076923076923077,26,-0.046638461538461545,0.07692307692307693,0.15384615384615385,-0.005727521892404184,-0.1431880473101046,0
voip-52d599db9c-20130326_213541,5,0.45454545454545453,22,0.06698333333333333,0.16666666666666666,0.0,-0.0041734977,-0.09181695,0
voip-52eb280e7b-20130326_212546,6,0.5,24,0.008825,0.08333333333333333,0.08333333333333333,-0.006008401568539304,-0.138193236076404,0
voip-52eb280e7b-20130326_214113,9,0.5294117647058824,34,0.02827333333333333,0.2,0.13333333333333333,-0.006053110095143149,-0.1997526331397239,0
voip-561b472540-20130328_124350,0,0.0,8,0.0,0.0,0.0,-0.004056507,-0.032452054,0
voip-5749b16764-20130328_150400,4,0.6666666666666666,12,0.06698333333333333,0.16666666666666666,0.0,-0.00937562,-0.11250744,0
voip-597cfafdee-20130402_004903,9,0.9,20,-0.01901,0.1,0.2,-0.006530516174327778,-0.12407980731222779,0
voip-597cfafdee-20130402_010156,7,0.875,16,0.1073625,0.375,0.125,-0.004164865550895532,-0.06247298326343298,0
voip-59bc8a2167-20130325_133335,6,0.6,20,0.030355555555555556,0.1111111111111111,0.0,-0.004578335379176822,-0.08698837220435962,0
voip-59bc8a2167-20130325_141345,6,0.75,16,0.07945,0.25,0.0,-0.007478988036746159,-0.11218482055119239,0
voip-59bc8a2167-20130328_113646,6,0.46153846153846156,26,0.055766666666666666,0.25,0.0,-0.00853404002264142,-0.2133510005660355,0
voip-59bc8a2167-20130328_115953,4,0.5714285714285714,14,0.13384000000000001,0.6,0.0,-0.009024603,-0.12634444,0
voip-59bc8a2167-20130328_125821,5,0.5,20,0.00965,0.125,0.0,-0.004343597,-0.086871944,0
voip-64150aca03-20130401_194320,10,0.6666666666666666,30,0.03543076923076924,0.23076923076923078,0.07692307692307693,-0.0034947269910480827,-0.08736817477620207,0
voip-6d6587c57d-20130328_140525,2,0.25,16,0.1519625,0.5,0.0,-0.0042609745,-0.06817559,0
voip-6d6587c57d-20130328_235137,6,0.6666666666666666,18,0.008150000000000004,0.125,0.125,-0.005013158241126803,-0.08021053185802884,0
voip-6d6587c57d-20130329_000439,0,0.0,10,0.0,0.0,0.0,-0.008196263,-0.08196263,0
voip-6dbc3573bc-20130328_192107,0,0.0,10,0.01544,0.2,0.0,-0.00822897413228121,-0.0740607671905309,0
voip-78f497f314-20130323_144347,6,0.5,24,-0.02102,0.1,0.2,-0.005180689430409602,-0.09843309917778242,0
voip-78f497f314-20130323_183806,0,0.0,6,0.0,0.0,0.0,-0.0071572773,-0.042943664,0
voip-78f497f314-20130324_140601,2,0.25,16,0.00965,0.125,0.0,-0.0066347215,-0.106155545,0
voip-78f497f314-20130324_201025,4,0.6666666666666666,12,0.13586666666666666,0.3333333333333333,0.16666666666666666,-0.0047414163,-0.056896996,0
voip-78f497f314-20130324_201923,3,0.5,12,0.16935,0.5,0.0,-0.007959043,-0.095508516,0
voip-78f497f314-20130324_203349,4,0.6666666666666666,12,0.04933333333333333,0.16666666666666666,0.0,-0.0075635407,-0.09076249,0
voip-7e07d8f0f5-20130327_174435,3,0.42857142857142855,14,0.07254285714285715,0.2857142857142857,0.14285714285714285,-0.004076080835567644,-0.05298905086237937,0
voip-7e07d8f0f5-20130327_175512,3,0.5,12,0.059199999999999996,0.2,0.0,-0.008368099732747809,-0.0920490970602259,0
voip-7e07d8f0f5-20130328_190156,11,0.8461538461538461,26,0.2325375,0.625,0.0,-0.004054366648197174,-0.10135916620492935,0
voip-7e07d8f0f5-20130328_190516,8,0.5714285714285714,28,0.055766666666666666,0.25,0.0,-0.005212928958756562,-0.13553615292767063,0
voip-7e07d8f0f5-20130328_190850,10,0.8333333333333334,24,-0.0022799999999999986,0.1,0.1,-0.005906323806437499,-0.10040750470943749,0
voip-7e07d8f0f5-20130328_191131,15,0.75,40,0.05137333333333333,0.26666666666666666,0.06666666666666667,-0.005125737160789978,-0.16914932630606927,0
voip-7e07d8f0f5-20130328_191418,13,0.8125,32,0.11509375000000001,0.4375,0.0625,-0.005320711326303667,-0.15430062846280634,0
voip-7e22911804-20130325_202635,3,0.5,12,-0.004383333333333332,0.16666666666666666,0.16666666666666666,-0.004597434724564664,-0.04597434724564664,0
voip-7e22911804-20130325_210616,0,0.0,16,0.022949999999999998,0.25,0.125,-0.007652220207576951,-0.11478330311365426,0
voip-7f9c1c8411-20130328_141000,18,0.8571428571428571,42,0.009627272727272727,0.09090909090909091,0.09090909090909091,-0.004596502941756233,-0.1700706088449806,0
voip-7f9c1c8411-20130328_141931,16,0.8421052631578947,38,0.020586666666666666,0.26666666666666666,0.0,-0.006468985,-0.24582145,0
voip-7f9c1c8411-20130401_164058,11,0.8461538461538461,26,0.02188181818181818,0.18181818181818182,0.09090909090909091,-0.008167542,-0.21235609,0
voip-88b68a9a41-20130322_221731,15,0.8333333333333334,36,0.14224705882352942,0.5294117647058824,0.11764705882352941,-0.007853143,-0.28271315,0
voip-8991b7bff6-20130326_230855,5,0.4166666666666667,24,0.06295454545454546,0.18181818181818182,0.09090909090909091,-0.006448506721591746,-0.14186714787501842,0
voip-8991b7bff6-20130326_231255,3,0.375,16,0.08308750000000001,0.375,0.0,-0.004828632,-0.07725811,0
voip-8991b7bff6-20130326_231411,2,0.5,8,0.0,0.0,0.0,-0.005454791150987149,-0.02727395575493574,0
voip-8991b7bff6-20130401_165927,2,0.2857142857142857,14,0.10014285714285713,0.2857142857142857,0.14285714285714285,-0.004512301,-0.063172214,0
voip-8991b7bff6-20130401_173851,5,0.5555555555555556,18,-0.06507142857142857,0.14285714285714285,0.2857142857142857,-0.0061101373,-0.10998247,0
voip-8991b7bff6-20130401_174015,4,0.3333333333333333,24,-0.0757875,0.125,0.25,-0.006224536678545471,-0.11826619689236395,0
voip-8991b7bff6-20130401_180108,3,0.3,20,-0.031030000000000002,0.1,0.1,-0.0068027349112334805,-0.12925196331343614,0
voip-8efef4eae9-20130325_232205,2,0.3333333333333333,12,0.04933333333333333,0.16666666666666666,0.0,-0.006479983355595984,-0.07127981691155583,0
voip-8efef4eae9-20130325_234031,0,0.0,6,-0.12916666666666668,0.0,0.3333333333333333,-0.0056397715,-0.03383863,0
voip-908884f5fd-20130326_235015,0,0.0,10,0.08808,0.2,0.0,-0.004268232,-0.04268232,0
voip-908884f5fd-20130327_000655,2,0.5,8,0.0193,0.25,0.0,-0.00873192,-0.06985536,0
voip-922209b777-20130325_163118,6,0.6666666666666666,18,0.06698333333333333,0.16666666666666666,0.0,-0.0036155283,-0.06507951,0
voip-935947e17b-20130328_165646,8,0.42105263157894735,38,0.17088124999999998,0.5625,0.0,-0.007756695140010884,-0.27924102504039183,0
voip-96f43326a4-20130324_100620,11,0.6875,32,0.05143333333333334,0.26666666666666666,0.06666666666666667,-0.005410269214119199,-0.16771834563769517,0
voip-96f43326a4-20130324_101528,3,0.21428571428571427,28,0.06042307692307693,0.38461538461538464,0.15384615384615385,-0.0076462068,-0.21409379,0
voip-9819537952-20130327_023510,5,0.625,16,0.020628571428571434,0.14285714285714285,0.14285714285714285,-0.004904903777060099,-0.07357355665590148,0
voip-9819537952-20130328_232122,2,0.25,16,0.00965,0.125,0.0,-0.009178629,-0.14685807,0
voip-9f447ce48e-20130328_114744,5,0.5555555555555556,18,0.038487499999999994,0.25,0.125,-0.004989641058879594,-0.07484461588319391,0
voip-9f989824fd-20130324_072907,7,0.875,16,-0.03047142857142857,0.14285714285714285,0.2857142857142857,-0.00777605712840644,-0.1166408569260966,0
voip-a31ca3e355-20130323_222700,12,0.631578947368421,38,0.07418823529411764,0.29411764705882354,0.0,-0.006082988110515666,-0.22507056008907966,0
voip-a8649977cf-20130323_161448,11,0.7857142857142857,28,-0.0352,0.125,0.25,-0.00615276099415496,-0.14766626385971904,0
voip-a8649977cf-20130323_161633,3,0.3333333333333333,18,0.01102857142857143,0.14285714285714285,0.0,-0.006578536620295113,-0.11183512254501693,0
voip-b08f15a787-20130402_071910,12,0.8571428571428571,28,0.03653636363636364,0.09090909090909091,0.0,-0.005301956333116525,-0.14315282099414617,0
voip-b20968d1ea-20130323_111126,16,0.7619047619047619,42,0.022168421052631577,0.15789473684210525,0.0,-0.006040794300710465,-0.24767256632912904,0
voip-b27a230d2e-20130323_043834,7,0.5833333333333334,24,0.04094545454545454,0.2727272727272727,0.0,-0.0075364374,-0.1808745,0
voip-b57f8ee22b-20130325_190707,6,0.8571428571428571,14,0.14925,0.6666666666666666,0.0,-0.004108493,-0.057518903,0
voip-b57f8ee22b-20130326_235613,2,0.2857142857142857,14,0.02205714285714286,0.2857142857142857,0.0,-0.008420556183689488,-0.10946723038796335,0
voip-bde2721237-20130325_154428,5,0.7142857142857143,14,0.060200000000000004,0.16666666666666666,0.0,-0.006093598,-0.08531037,0
voip-c8821c664b-20130322_222908,2,0.2222222222222222,18,0.025144444444444445,0.1111111111111111,0.0,-0.0046979357,-0.08456284,0
voip-ccf48b9a6a-20130329_042416,7,0.7777777777777778,18,-0.06458333333333334,0.0,0.16666666666666666,-0.005018781,-0.09033806,0
voip-d0341706f2-20130329_052811,3,0.75,8,0.0,0.0,0.0,-0.008469577,-0.067756616,0
voip-d225fad9df-20130328_204846,2,0.18181818181818182,22,0.03246,0.1,0.1,-0.0054415334,-0.11971373,0
voip-d225fad9df-20130328_205151,0,0.0,10,0.01544,0.2,0.0,-0.0073329187,-0.07332919,0
voip-d66e12b45c-20130327_173320,4,0.8,10,-0.059199999999999996,0.0,0.2,-0.0032998402748489752,-0.026398722198791802,0
voip-d76851034e-20130326_221719,11,0.8461538461538461,26,0.21104615384615383,0.6153846153846154,0.07692307692307693,-0.005780427833087742,-0.14451069582719356,0
voip-d7853a398f-20130401_152954,0,0.0,8,0.0193,0.25,0.0,-0.006680718,-0.053445745,0
voip-da10d74c3e-20130326_001047,2,0.25,16,0.04515,0.125,0.0,-0.00312275227624923,-0.04684128414373845,0
voip-da10d74c3e-20130326_001657,3,0.5,12,0.11323333333333334,0.3333333333333333,0.0,-0.0020952583,-0.0251431,0
voip-da4a08ad84-20130328_154747,9,0.75,24,-0.019854545454545455,0.09090909090909091,0.18181818181818182,-0.00466708257622288,-0.10734289925312623,0
voip-dda7c88c6e-20130323_053612,2,0.14285714285714285,28,-0.013442857142857145,0.14285714285714285,0.14285714285714285,-0.0042553926,-0.11915099,0
voip-e0035cc31b-20130323_210352,3,0.42857142857142855,14,0.07984999999999999,0.3333333333333333,0.0,-0.007641274,-0.106977835,0
voip-e3b4879e0d-20130326_023841,6,0.6666666666666666,18,0.04013333333333333,0.1111111111111111,0.0,-0.0054641464,-0.09835464,0
voip-e3b4879e0d-20130326_024044,0,0.0,18,-0.0387875,0.125,0.125,-0.0076066907,-0.13692044,0
voip-e3b4879e0d-20130326_215254,0,0.0,8,0.0933,0.5,0.0,-0.0059925606,-0.047940485,0
voip-e3b4879e0d-20130326_215705,9,0.5,36,-0.07119411764705882,0.058823529411764705,0.29411764705882354,-0.00593427228272958,-0.18989671304734657,0
voip-e3b4879e0d-20130327_030955,0,0.0,12,0.03771666666666667,0.16666666666666666,0.0,-0.0053137313,-0.06376477,0
voip-e3b4879e0d-20130327_031211,2,0.13333333333333333,30,0.04144666666666666,0.2,0.0,-0.006721729,-0.20165187,0
voip-e3b4879e0d-20130327_033913,0,0.0,10,0.01544,0.2,0.0,-0.008524414,-0.08524414,0
voip-e61fa89add-20130326_004919,0,0.0,6,0.07543333333333334,0.3333333333333333,0.0,-0.0061610057,-0.036966033,0
voip-e72dba1759-20130325_210429,3,0.3333333333333333,18,0.026422222222222222,0.4444444444444444,0.1111111111111111,-0.007371858707355226,-0.12532159802503884,0
voip-e8997b10da-20130329_000819,4,0.4444444444444444,18,0.04095555555555555,0.4444444444444444,0.1111111111111111,-0.005835366,-0.10503659,0
voip-ec3c3aaf98-20130323_142016,4,0.36363636363636365,22,0.059745454545454546,0.18181818181818182,0.0,-0.00363564442856538,-0.07634853299987299,0
voip-edb8609855-20130327_182309,0,0.0,16,0.00965,0.125,0.0,-0.007809165692500149,-0.11713748538750224,0
voip-edb8609855-20130327_182512,0,0.0,14,-0.07002857142857143,0.0,0.2857142857142857,-0.007950843,-0.1113118,0
voip-edb8609855-20130327_182651,8,0.5333333333333333,30,0.012615384615384613,0.15384615384615385,0.15384615384615385,-0.006532758927076227,-0.17638449103105813,0
voip-ef9aa63b85-20130328_190838,16,0.8421052631578947,38,0.1410611111111111,0.4444444444444444,0.05555555555555555,-0.007631270396005776,-0.27472573425620794,0
voip-f113dbb0e1-20130322_234230,9,0.75,24,0.21928333333333336,0.5833333333333334,0.0,-0.0036374254351747887,-0.07638593413867056,0
voip-f22c2bf9c7-20130326_015536,5,0.5555555555555556,18,0.04228571428571428,0.14285714285714285,0.0,-0.0062741749788983725,-0.10038679966237396,0
voip-fb0047e535-20130326_051359,2,0.5,8,0.0,0.0,0.0,-0.0056129377,-0.044903502,0
voip-fce37b0ccb-20130328_143934,0,0.0,16,0.1713285714285714,0.5714285714285714,0.0,-0.006043436,-0.096694976,0
voip-fe2783c40a-20130401_143116,2,0.25,16,-0.0177,0.25,0.125,-0.0049284482,-0.07885517,0
voip-fe2783c40a-20130401_143504,4,0.5714285714285714,14,0.0,0.14285714285714285,0.14285714285714285,-0.008844896971892852,-0.11498366063460708,0
voip-fe2783c40a-20130401_144320,4,0.8,10,0.074,0.25,0.0,-0.002727536,-0.027275361,0
voip-fe2783c40a-20130401_144421,0,0.0,12,-0.08778333333333332,0.0,0.16666666666666666,-0.0052585397,-0.06310248,0
voip-fe2783c40a-20130401_150347,4,0.4444444444444444,18,0.037,0.125,0.0,-0.007644507690201863,-0.1223121230432298,0
voip-fe2783c40a-20130401_150659,5,0.4166666666666667,24,0.11935833333333333,0.4166666666666667,0.0,-0.0037202088,-0.08928501,0
voip-fe4b6ef58f-20130325_220934,3,0.3,20,-0.029599999999999998,0.0,0.1,-0.005405436916690733,-0.0972978645004332,0
voip-00d76b791d-20130327_011609,0,0.0,14,0.10030000000000001,0.2857142857142857,0.0,-0.00802308046975388,-0.10430004610680044,1
voip-00d76b791d-20130327_012331,0,0.0,10,0.01544,0.2,0.0,-0.004585582664326971,-0.041270243978942744,1
voip-0241bbae39-20130327_190942,0,0.0,10,-0.0775,0.0,0.2,-0.0056324443,-0.05632444,1
voip-03c2655d43-20130327_194221,0,0.0,6,0.025733333333333334,0.3333333333333333,0.0,-0.007023469,-0.042140815,1
voip-03c2655d43-20130327_194616,0,0.0,6,0.025733333333333334,0.3333333333333333,0.0,-0.0080021,-0.0480126,1
voip-03c2655d43-20130327_195308,0,0.0,10,0.01544,0.2,0.0,-0.008256607,-0.08256607,1
voip-03c59ba692-20130324_034930,0,0.0,10,0.01544,0.2,0.0,-0.006271933,-0.06271933,1
voip-03c59ba692-20130325_183305,0,0.0,10,0.01544,0.2,0.0,-0.005358585,-0.05358585,1
voip-03d6592b76-20130326_012136,2,0.4,10,0.15132,0.6,0.0,-0.007859904,-0.07859904,1
voip-03d6592b76-20130326_012615,2,0.2,20,0.15436,0.5,0.1,-0.005092984,-0.10185968,1
voip-03d6592b76-20130327_024630,0,0.0,22,0.06878181818181818,0.2727272727272727,0.0,-0.008483991114189848,-0.17816381339798681,1
voip-03d6592b76-20130327_030034,0,0.0,10,0.08768000000000001,0.4,0.0,-0.005291955,-0.05291955,1
voip-05e7a5440b-20130328_211839,0,0.0,10,0.059199999999999996,0.2,0.0,-0.0076396866,-0.07639687,1
voip-0a45bc863d-20130325_202319,2,0.3333333333333333,12,0.012866666666666667,0.16666666666666666,0.0,-0.005492698,-0.06591237,1
voip-0f41c16f2f-20130401_235017,2,0.25,16,0.059887499999999996,0.25,0.0,-0.007944662348433797,-0.11122527287807316,1
voip-0fa32b1e78-20130328_151336,2,0.18181818181818182,22,0.04409,0.2,0.2,-0.004644937020549108,-0.09754367743153125,1
voip-0fa32b1e78-20130328_152808,0,0.0,16,0.06087499999999999,0.5,0.125,-0.006562958,-0.10500733,1
voip-0fa32b1e78-20130402_142351,0,0.0,8,0.1096,0.5,0.0,-0.008169575,-0.0653566,1
voip-10beae627f-20130328_165245,2,0.2857142857142857,14,-0.03125714285714286,0.14285714285714285,0.14285714285714285,-0.004979508608812466,-0.059754103305749595,1
voip-10beae627f-20130328_170907,0,0.0,12,0.012866666666666667,0.16666666666666666,0.0,-0.007318402,-0.08782083,1
voip-10beae627f-20130401_163556,0,0.0,8,0.0193,0.25,0.0,-0.003815475,-0.0305238,1
voip-10beae627f-20130401_164239,0,0.0,14,0.08627142857142857,0.2857142857142857,0.0,-0.0051954056431825915,-0.06754027336137369,1
voip-13ff413553-20130328_175302,3,0.21428571428571427,28,0.07915384615384614,0.38461538461538464,0.0,-0.004647358513601056,-0.1254786798672285,1
voip-13ff413553-20130328_180202,0,0.0,16,0.0695375,0.375,0.0,-0.004836321404824654,-0.07254482107236981,1
voip-14f776f781-20130328_121622,0,0.0,16,0.07347500000000001,0.25,0.0,-0.009095245,-0.14552392,1
voip-14f776f781-20130328_151904,3,0.42857142857142855,14,0.14345,0.3333333333333333,0.0,-0.006610060314415023,-0.0859307840873953,1
voip-155e939ebc-20130327_203128,0,0.0,12,0.012866666666666667,0.16666666666666666,0.0,-0.0070586186,-0.08470342,1
voip-155e939ebc-20130327_203543,2,0.3333333333333333,12,0.07506666666666666,0.5,0.0,-0.005499625,-0.0659955,1
voip-187c1708f2-20130325_131829,0,0.0,12,0.012866666666666667,0.16666666666666666,0.0,-0.0053308937,-0.06397072,1
voip-187c1708f2-20130325_134104,2,0.3333333333333333,12,0.01544,0.2,0.0,-0.008584906,-0.10301888,1
voip-187c1708f2-20130325_134301,0,0.0,8,0.0193,0.25,0.0,-0.0072938995,-0.058351196,1
voip-187c1708f2-20130325_135219,0,0.0,14,0.07666666666666666,0.3333333333333333,0.16666666666666666,-0.006587473,-0.09222463,1
voip-199d62165b-20130402_120456,0,0.0,10,0.031659999999999994,0.2,0.2,-0.0021151747,-0.021151746,1
voip-199d62165b-20130402_122354,0,0.0,8,0.09545,0.25,0.0,-0.0019592284,-0.015673827,1
voip-202b6a3cc4-20130327_184721,2,0.3333333333333333,12,0.012866666666666667,0.16666666666666666,0.0,-0.006393428860147568,-0.07032771746162325,1
voip-21ec2b7850-20130325_162417,2,0.25,16,0.01102857142857143,0.14285714285714285,0.0,-0.006746523902984336,-0.10119785854476504,1
voip-22756d9e8f-20130328_170312,10,0.4,50,0.09604285714285715,0.38095238095238093,0.09523809523809523,-0.007248733968995309,-0.3334417625737842,1
voip-22756d9e8f-20130329_043954,0,0.0,10,0.02706,0.4,0.2,-0.0028723497,-0.028723497,1
voip-22756d9e8f-20130329_045435,4,0.5714285714285714,14,0.012866666666666667,0.16666666666666666,0.0,-0.006442411701965074,-0.08375135212554596,1
voip-22756d9e8f-20130329_050114,2,0.2222222222222222,18,0.017155555555555556,0.2222222222222222,0.0,-0.00758373,-0.13650714,1
voip-22756d9e8f-20130329_050743,0,0.0,12,0.025733333333333334,0.3333333333333333,0.0,-0.004278029,-0.051336348,1
voip-22a181cad5-20130326_022324,2,0.2222222222222222,18,-0.0015888888888888927,0.2222222222222222,0.1111111111111111,-0.008091912,-0.14565441,1
voip-22c938c8ba-20130325_123407,10,0.5263157894736842,38,0.10885882352941176,0.35294117647058826,0.0,-0.0072886631644317225,-0.24781454759067856,1
voip-22c938c8ba-20130325_130445,8,0.5714285714285714,28,-0.010408333333333337,0.25,0.25,-0.0063301263101123,-0.1709134103730321,1
voip-249d0f617b-20130326_010500,0,0.0,10,0.0,0.0,0.0,-0.006480638804431591,-0.05832574923988432,1
voip-249d0f617b-20130328_161812,2,0.5,8,0.0,0.0,0.0,-0.0028278716,-0.022622973,1
voip-263ab0e49f-20130326_104358,0,0.0,14,0.10287142857142857,0.2857142857142857,0.0,-0.0037901477820317573,-0.045481773384381086,1
voip-2c217000af-20130325_221701,0,0.0,12,0.06344999999999999,0.5,0.0,-0.007069562,-0.08483475,1
voip-2d2d103292-20130326_041959,0,0.0,18,-0.03447777777777778,0.1111111111111111,0.1111111111111111,-0.0066643967,-0.11995914,1
voip-2d2d103292-20130326_044020,0,0.0,16,-0.0484375,0.0,0.125,-0.006801527104107663,-0.10202290656161495,1
